Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Since,Family_Size,Alone,Partner,Sum_Mnt,Num_Accepted_Cmp,Num_Total_Purchases,Income_Binned,Cluster,income_group,purchase_group
3,32173.0,0.0,1.0,2013-08-01,0.0,18.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,11.0,2.0,True,False,22.0,0.0,4.0,Low,0,20k-40k,0-5
2,68316.0,0.0,1.0,2012-11-04,54.0,806.0,80.0,161.0,120.0,11.0,33.0,5.0,10.0,7.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,12.0,3.0,False,True,1211.0,0.0,27.0,High,1,60k-80k,26-30
1,74538.0,0.0,0.0,2013-06-29,21.0,380.0,98.0,733.0,110.0,112.0,28.0,1.0,8.0,8.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,11.0,2.0,False,True,1461.0,2.0,21.0,High,1,60k-80k,21-25
1,91700.0,0.0,0.0,2013-01-17,58.0,576.0,172.0,961.0,125.0,115.0,19.0,1.0,8.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,11.0,1.0,True,False,1968.0,1.0,19.0,Very High,1,80k-100k,16-20
1,68695.0,0.0,0.0,2014-06-25,3.0,458.0,81.0,356.0,106.0,50.0,40.0,1.0,4.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,2.0,False,True,1091.0,0.0,15.0,High,1,60k-80k,11-15
2,31056.0,1.0,0.0,2013-01-22,99.0,5.0,10.0,13.0,3.0,8.0,16.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,11.0,3.0,False,True,55.0,0.0,4.0,Low,0,20k-40k,0-5
1,79593.0,0.0,0.0,2014-05-12,70.0,350.0,60.0,568.0,110.0,133.0,145.0,1.0,5.0,6.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,10.0,2.0,False,True,1366.0,1.0,18.0,High,1,60k-80k,16-20
1,28071.0,0.0,0.0,2012-08-29,65.0,39.0,33.0,130.0,41.0,26.0,44.0,2.0,5.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,12.0,1.0,True,False,313.0,0.0,11.0,Low,0,20k-40k,11-15
3,37334.0,1.0,1.0,2014-02-26,44.0,26.0,1.0,16.0,2.0,2.0,15.0,4.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,10.0,4.0,False,True,62.0,0.0,7.0,Low,0,20k-40k,6-10
2,46423.0,1.0,1.0,2013-09-18,6.0,68.0,0.0,16.0,0.0,0.0,8.0,3.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,11.0,3.0,True,False,92.0,0.0,6.0,Medium,2,40k-60k,6-10
3,37126.0,1.0,0.0,2014-03-30,9.0,45.0,3.0,9.0,4.0,4.0,7.0,1.0,1.0,2.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,10.0,3.0,False,True,72.0,2.0,5.0,Low,0,20k-40k,0-5
1,47703.0,0.0,1.0,2013-05-29,95.0,359.0,0.0,134.0,13.0,26.0,123.0,4.0,6.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,11.0,3.0,False,True,655.0,0.0,17.0,Medium,2,40k-60k,16-20
1,61180.0,0.0,1.0,2014-04-23,70.0,403.0,24.0,29.0,6.0,24.0,218.0,2.0,5.0,5.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,10.0,3.0,False,True,704.0,1.0,16.0,High,2,60k-80k,16-20
1,38998.0,1.0,1.0,2012-11-03,92.0,34.0,1.0,14.0,0.0,0.0,5.0,3.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70.0,12.0,4.0,False,True,54.0,0.0,5.0,Low,0,20k-40k,0-5
1,8028.0,0.0,0.0,2012-09-18,62.0,73.0,18.0,66.0,7.0,12.0,2.0,15.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,12.0,1.0,True,False,178.0,0.0,1.0,Very Low,0,<20k,0-5
1,76081.0,0.0,0.0,2014-05-23,85.0,292.0,30.0,415.0,63.0,33.0,200.0,1.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,10.0,2.0,False,True,1033.0,1.0,13.0,High,1,60k-80k,11-15
1,34728.0,1.0,0.0,2013-07-30,2.0,14.0,0.0,16.0,0.0,0.0,6.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,11.0,3.0,False,True,36.0,1.0,4.0,Low,0,20k-40k,0-5
2,33168.0,0.0,1.0,2012-10-13,0.0,80.0,1.0,37.0,0.0,1.0,3.0,3.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,12.0,2.0,True,False,122.0,0.0,7.0,Low,0,20k-40k,6-10
2,33585.0,0.0,1.0,2013-09-25,91.0,30.0,11.0,33.0,13.0,6.0,29.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,11.0,3.0,False,True,122.0,0.0,6.0,Low,0,20k-40k,6-10
3,77037.0,0.0,1.0,2013-10-13,3.0,463.0,96.0,333.0,168.0,53.0,10.0,1.0,7.0,7.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,11.0,3.0,False,True,1123.0,0.0,26.0,High,1,60k-80k,26-30
1,35196.0,1.0,0.0,2012-11-13,68.0,75.0,12.0,141.0,43.0,39.0,187.0,6.0,6.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,12.0,3.0,False,True,497.0,1.0,12.0,Low,0,20k-40k,11-15
1,44529.0,0.0,1.0,2013-07-05,98.0,538.0,13.0,91.0,17.0,6.0,26.0,6.0,6.0,2.0,11.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,11.0,3.0,False,True,691.0,1.0,19.0,Medium,2,40k-60k,16-20
2,70924.0,0.0,0.0,2014-04-07,41.0,635.0,114.0,254.0,132.0,152.0,76.0,1.0,6.0,6.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,10.0,2.0,False,True,1363.0,1.0,19.0,High,1,60k-80k,16-20
3,28764.0,1.0,1.0,2014-06-05,16.0,8.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,10.0,4.0,False,True,12.0,1.0,3.0,Low,0,20k-40k,0-5
3,69098.0,0.0,0.0,2013-02-16,82.0,1315.0,22.0,780.0,145.0,0.0,178.0,1.0,7.0,8.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,11.0,2.0,False,True,2440.0,0.0,24.0,High,1,60k-80k,21-25
2,25959.0,1.0,1.0,2013-02-14,1.0,4.0,2.0,12.0,7.0,5.0,26.0,2.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,11.0,3.0,True,False,56.0,1.0,5.0,Low,0,20k-40k,0-5
2,27100.0,1.0,0.0,2013-04-05,64.0,12.0,0.0,13.0,2.0,0.0,10.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,11.0,3.0,False,True,37.0,0.0,4.0,Low,0,20k-40k,0-5
1,70596.0,0.0,0.0,2012-10-05,68.0,347.0,44.0,534.0,17.0,0.0,26.0,1.0,3.0,5.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,12.0,1.0,True,False,968.0,0.0,20.0,High,1,60k-80k,16-20
1,42557.0,0.0,1.0,2012-08-29,98.0,192.0,5.0,53.0,0.0,5.0,15.0,4.0,6.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,12.0,3.0,False,True,270.0,0.0,11.0,Medium,2,40k-60k,11-15
3,53312.0,0.0,0.0,2013-08-09,32.0,241.0,0.0,12.0,0.0,0.0,25.0,1.0,5.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,11.0,2.0,False,True,278.0,0.0,11.0,Medium,2,40k-60k,11-15
1,72228.0,0.0,0.0,2012-11-27,87.0,631.0,28.0,491.0,30.0,14.0,56.0,1.0,6.0,7.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,12.0,1.0,True,False,1250.0,0.0,21.0,High,1,60k-80k,21-25
1,67605.0,0.0,0.0,2013-03-31,84.0,336.0,28.0,282.0,184.0,54.0,54.0,1.0,2.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,11.0,2.0,False,True,938.0,0.0,16.0,High,1,60k-80k,16-20
2,62845.0,1.0,1.0,2012-10-01,3.0,1099.0,0.0,45.0,0.0,0.0,34.0,11.0,3.0,4.0,10.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,12.0,4.0,False,True,1178.0,1.0,17.0,High,2,60k-80k,16-20
1,65196.0,0.0,2.0,2013-07-25,34.0,743.0,19.0,181.0,12.0,0.0,200.0,2.0,7.0,6.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,11.0,4.0,False,True,1155.0,1.0,24.0,High,1,60k-80k,21-25
3,42000.0,0.0,0.0,2013-01-10,23.0,124.0,83.0,267.0,85.0,59.0,35.0,2.0,5.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,11.0,1.0,True,False,653.0,1.0,18.0,Medium,2,40k-60k,16-20
3,35860.0,1.0,1.0,2014-05-19,37.0,15.0,0.0,8.0,4.0,2.0,20.0,2.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,10.0,3.0,True,False,49.0,1.0,4.0,Low,0,20k-40k,0-5
3,65526.0,0.0,1.0,2014-04-11,22.0,397.0,19.0,69.0,12.0,0.0,9.0,1.0,4.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,10.0,3.0,False,True,506.0,0.0,16.0,High,1,60k-80k,16-20
1,16860.0,1.0,1.0,2012-09-12,19.0,10.0,4.0,4.0,3.0,3.0,14.0,3.0,1.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,12.0,4.0,False,True,38.0,0.0,5.0,Very Low,0,<20k,0-5
1,83528.0,0.0,0.0,2014-05-01,7.0,530.0,117.0,678.0,134.0,44.0,147.0,1.0,4.0,10.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,32.0,10.0,1.0,True,False,1650.0,3.0,22.0,Very High,1,80k-100k,21-25
2,64176.0,0.0,1.0,2012-08-03,52.0,1215.0,33.0,249.0,64.0,116.0,149.0,8.0,8.0,9.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,12.0,2.0,True,False,1826.0,0.0,25.0,High,1,60k-80k,21-25
1,22304.0,0.0,0.0,2012-08-04,91.0,3.0,2.0,7.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,12.0,1.0,True,False,18.0,0.0,3.0,Low,0,20k-40k,0-5
1,67023.0,0.0,0.0,2014-03-04,93.0,444.0,44.0,382.0,11.0,8.0,17.0,1.0,3.0,7.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,10.0,2.0,False,True,906.0,0.0,23.0,High,1,60k-80k,21-25
3,32892.0,1.0,0.0,2014-05-25,78.0,26.0,0.0,15.0,2.0,1.0,2.0,2.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,10.0,3.0,False,True,46.0,0.0,6.0,Low,0,20k-40k,6-10
1,70713.0,0.0,1.0,2012-12-03,23.0,736.0,114.0,279.0,82.0,76.0,190.0,6.0,5.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,12.0,3.0,False,True,1477.0,0.0,19.0,High,1,60k-80k,16-20
1,59925.0,0.0,1.0,2012-11-30,83.0,473.0,21.0,176.0,19.0,21.0,56.0,3.0,9.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,12.0,3.0,False,True,766.0,0.0,20.0,Medium,2,40k-60k,16-20
1,39722.0,0.0,1.0,2014-02-24,92.0,32.0,0.0,5.0,2.0,0.0,8.0,2.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,10.0,3.0,False,True,47.0,0.0,5.0,Low,0,20k-40k,0-5
1,46610.0,0.0,0.0,2013-07-18,4.0,288.0,10.0,30.0,4.0,10.0,125.0,1.0,6.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,11.0,2.0,False,True,467.0,0.0,13.0,Medium,2,40k-60k,11-15
1,88347.0,0.0,0.0,2013-07-03,32.0,1050.0,178.0,555.0,77.0,138.0,118.0,1.0,4.0,7.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,11.0,2.0,False,True,2116.0,1.0,20.0,Very High,1,80k-100k,16-20
3,87171.0,0.0,0.0,2013-05-01,27.0,1001.0,44.0,107.0,58.0,44.0,44.0,1.0,6.0,7.0,11.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,11.0,2.0,False,True,1298.0,2.0,24.0,Very High,1,80k-100k,21-25
2,26907.0,1.0,1.0,2013-08-20,10.0,9.0,1.0,7.0,0.0,3.0,2.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,11.0,4.0,False,True,22.0,0.0,4.0,Low,0,20k-40k,0-5
2,50014.0,1.0,0.0,2014-01-22,9.0,234.0,14.0,77.0,19.0,10.0,42.0,2.0,4.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10.0,2.0,True,False,396.0,0.0,13.0,Medium,2,40k-60k,11-15
3,41014.0,1.0,0.0,2013-04-22,65.0,7.0,2.0,6.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,11.0,3.0,False,True,20.0,0.0,3.0,Medium,2,40k-60k,0-5
1,66294.0,0.0,0.0,2014-03-17,68.0,251.0,108.0,334.0,65.0,92.0,117.0,1.0,4.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,10.0,1.0,True,False,967.0,0.0,12.0,High,1,60k-80k,11-15
1,36715.0,1.0,0.0,2012-11-17,16.0,172.0,10.0,125.0,21.0,13.0,16.0,6.0,7.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,12.0,3.0,False,True,357.0,1.0,13.0,Low,0,20k-40k,11-15
1,79456.0,0.0,0.0,2012-08-22,12.0,565.0,42.0,548.0,64.0,83.0,99.0,1.0,5.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,12.0,2.0,False,True,1401.0,1.0,15.0,High,1,60k-80k,11-15
1,40479.0,1.0,0.0,2013-08-17,95.0,5.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,11.0,3.0,False,True,15.0,0.0,3.0,Medium,2,40k-60k,0-5
2,75345.0,0.0,0.0,2013-02-02,16.0,918.0,57.0,842.0,99.0,38.0,133.0,1.0,5.0,8.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,54.0,11.0,1.0,True,False,2087.0,2.0,19.0,High,1,60k-80k,16-20
1,54233.0,0.0,1.0,2013-02-04,46.0,652.0,8.0,158.0,21.0,0.0,142.0,4.0,11.0,6.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,11.0,3.0,False,True,981.0,0.0,22.0,Medium,2,40k-60k,21-25
1,24163.0,1.0,1.0,2013-10-12,3.0,4.0,1.0,7.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,11.0,3.0,True,False,17.0,0.0,4.0,Low,0,20k-40k,0-5
3,84460.0,0.0,0.0,2013-01-04,80.0,152.0,27.0,103.0,106.0,54.0,81.0,0.0,9.0,9.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,66.0,11.0,2.0,False,True,523.0,5.0,22.0,Very High,1,80k-100k,21-25
1,43776.0,1.0,0.0,2014-05-03,77.0,8.0,0.0,9.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,10.0,3.0,False,True,23.0,0.0,3.0,Medium,2,40k-60k,0-5
3,71691.0,0.0,0.0,2014-03-17,0.0,336.0,130.0,411.0,240.0,32.0,43.0,1.0,4.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,10.0,1.0,True,False,1192.0,1.0,16.0,High,1,60k-80k,16-20
3,85844.0,0.0,0.0,2014-05-29,62.0,938.0,19.0,843.0,25.0,95.0,38.0,1.0,6.0,6.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,10.0,2.0,False,True,1958.0,1.0,19.0,Very High,1,80k-100k,16-20
3,39190.0,1.0,0.0,2014-04-26,91.0,68.0,8.0,18.0,19.0,8.0,12.0,2.0,2.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,2.0,True,False,133.0,0.0,7.0,Low,0,20k-40k,6-10
1,71367.0,0.0,0.0,2013-08-23,24.0,227.0,23.0,389.0,42.0,21.0,75.0,1.0,4.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,11.0,2.0,False,True,777.0,0.0,16.0,High,1,60k-80k,16-20
3,38578.0,1.0,1.0,2013-06-22,2.0,38.0,4.0,22.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,11.0,3.0,True,False,73.0,0.0,6.0,Low,0,20k-40k,6-10
3,57236.0,1.0,1.0,2014-03-12,22.0,105.0,0.0,9.0,2.0,1.0,4.0,3.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,10.0,4.0,False,True,121.0,0.0,7.0,Medium,2,40k-60k,6-10
1,61825.0,0.0,1.0,2013-08-07,56.0,162.0,50.0,100.0,55.0,30.0,27.0,1.0,4.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,11.0,2.0,True,False,424.0,0.0,14.0,High,2,60k-80k,11-15
1,79803.0,0.0,1.0,2014-06-02,54.0,574.0,8.0,216.0,21.0,16.0,33.0,1.0,4.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,10.0,2.0,True,False,868.0,0.0,12.0,High,1,60k-80k,11-15
2,80910.0,0.0,0.0,2012-10-31,71.0,160.0,80.0,369.0,67.0,39.0,41.0,1.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,12.0,1.0,True,False,756.0,0.0,14.0,Very High,1,80k-100k,11-15
2,27590.0,1.0,0.0,2013-04-23,38.0,6.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,11.0,3.0,False,True,12.0,0.0,3.0,Low,0,20k-40k,0-5
1,56775.0,0.0,1.0,2013-01-02,62.0,614.0,35.0,160.0,58.0,35.0,35.0,2.0,5.0,8.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,11.0,3.0,False,True,937.0,0.0,23.0,Medium,2,40k-60k,21-25
1,83829.0,0.0,0.0,2013-10-08,78.0,897.0,161.0,430.0,186.0,161.0,27.0,0.0,4.0,7.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,49.0,11.0,1.0,True,False,1862.0,4.0,17.0,Very High,1,80k-100k,16-20
2,54210.0,0.0,1.0,2013-05-20,18.0,70.0,54.0,109.0,80.0,9.0,45.0,2.0,4.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,11.0,3.0,False,True,367.0,0.0,12.0,Medium,2,40k-60k,11-15
1,38508.0,1.0,0.0,2013-08-02,95.0,120.0,19.0,206.0,25.0,19.0,54.0,6.0,7.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,11.0,3.0,False,True,443.0,0.0,14.0,Low,0,20k-40k,11-15
1,53187.0,1.0,0.0,2013-10-26,66.0,211.0,2.0,30.0,7.0,7.0,10.0,2.0,4.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,11.0,3.0,False,True,267.0,0.0,11.0,Medium,2,40k-60k,11-15
1,30023.0,1.0,0.0,2014-03-24,28.0,11.0,0.0,16.0,7.0,6.0,21.0,1.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,10.0,3.0,False,True,61.0,0.0,5.0,Low,0,20k-40k,0-5
3,76045.0,0.0,0.0,2013-11-15,78.0,760.0,53.0,400.0,17.0,93.0,0.0,1.0,4.0,5.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,11.0,1.0,True,False,1323.0,1.0,20.0,High,1,60k-80k,16-20
3,50870.0,0.0,1.0,2014-06-19,13.0,53.0,0.0,8.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,10.0,3.0,False,True,63.0,0.0,5.0,Medium,2,40k-60k,0-5
2,15315.0,0.0,0.0,2013-08-03,27.0,7.0,4.0,13.0,15.0,8.0,17.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,11.0,2.0,False,True,64.0,0.0,6.0,Very Low,0,<20k,6-10
2,65463.0,1.0,0.0,2014-01-30,17.0,391.0,32.0,70.0,21.0,32.0,16.0,2.0,6.0,2.0,9.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,3.0,False,True,562.0,1.0,17.0,High,1,60k-80k,16-20
1,66480.0,1.0,1.0,2014-05-31,71.0,199.0,9.0,57.0,20.0,21.0,6.0,7.0,4.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,10.0,4.0,False,True,312.0,0.0,12.0,High,1,60k-80k,11-15
1,76773.0,0.0,0.0,2013-02-25,79.0,516.0,56.0,449.0,86.0,33.0,16.0,1.0,2.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,11.0,1.0,True,False,1156.0,0.0,15.0,High,1,60k-80k,11-15
2,81698.0,0.0,0.0,2013-03-01,1.0,709.0,45.0,115.0,30.0,160.0,45.0,1.0,8.0,2.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,41.0,11.0,1.0,True,False,1104.0,2.0,15.0,Very High,1,80k-100k,11-15
3,54466.0,1.0,1.0,2014-02-09,78.0,12.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,10.0,3.0,True,False,16.0,0.0,3.0,Medium,2,40k-60k,0-5
2,98777.0,0.0,0.0,2014-02-17,23.0,1000.0,19.0,711.0,125.0,115.0,38.0,0.0,4.0,6.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,10.0,1.0,True,False,2008.0,1.0,19.0,Very High,1,80k-100k,16-20
3,16269.0,1.0,0.0,2013-08-30,75.0,19.0,3.0,18.0,3.0,1.0,0.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,11.0,2.0,True,False,44.0,0.0,6.0,Very Low,0,<20k,6-10
1,71819.0,0.0,1.0,2013-08-28,70.0,1224.0,28.0,140.0,0.0,14.0,168.0,3.0,3.0,3.0,5.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,53.0,11.0,3.0,False,True,1574.0,2.0,11.0,High,1,60k-80k,11-15
3,33569.0,1.0,0.0,2013-10-16,10.0,16.0,2.0,18.0,3.0,0.0,24.0,1.0,1.0,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,11.0,3.0,False,True,63.0,2.0,4.0,Low,0,20k-40k,0-5
2,36262.0,0.0,0.0,2013-09-20,24.0,88.0,39.0,54.0,64.0,28.0,153.0,1.0,3.0,5.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,11.0,2.0,False,True,426.0,2.0,11.0,Low,0,20k-40k,11-15
0,22634.0,0.0,0.0,2013-01-16,47.0,2.0,23.0,11.0,8.0,6.0,46.0,1.0,2.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,11.0,2.0,False,True,96.0,0.0,5.0,Low,0,20k-40k,0-5
2,47025.0,0.0,1.0,2013-09-12,98.0,508.0,11.0,59.0,23.0,5.0,29.0,5.0,11.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,11.0,3.0,False,True,635.0,0.0,18.0,Medium,2,40k-60k,16-20
1,70566.0,0.0,1.0,2013-10-06,4.0,381.0,28.0,215.0,84.0,28.0,21.0,2.0,6.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,11.0,2.0,True,False,757.0,0.0,20.0,High,1,60k-80k,16-20
3,31605.0,1.0,0.0,2012-11-22,15.0,74.0,0.0,42.0,2.0,1.0,6.0,2.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,12.0,3.0,False,True,125.0,0.0,7.0,Low,0,20k-40k,6-10
2,52034.0,1.0,1.0,2013-05-17,67.0,146.0,0.0,93.0,7.0,13.0,73.0,5.0,4.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,11.0,3.0,True,False,332.0,0.0,11.0,Medium,2,40k-60k,11-15
1,48526.0,1.0,0.0,2013-12-24,32.0,23.0,17.0,23.0,43.0,20.0,9.0,1.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,11.0,2.0,True,False,135.0,0.0,7.0,Medium,2,40k-60k,6-10
1,46734.0,0.0,1.0,2012-11-18,40.0,110.0,5.0,137.0,26.0,23.0,29.0,2.0,6.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,12.0,3.0,False,True,330.0,0.0,12.0,Medium,2,40k-60k,11-15
